"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2020,9,"9E","Endeavor Air Inc.","ABY","Albany, GA: Southwest Georgia Regional",60.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,131.00,100.00,0.00,31.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","ACK","Nantucket, MA: Nantucket Memorial",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","AEX","Alexandria, LA: Alexandria International",60.00,5.00,4.84,0.00,0.16,0.00,0.00,0.00,1.00,206.00,199.00,0.00,7.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","AGS","Augusta, GA: Augusta Regional at Bush Field",121.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,130.00,87.00,0.00,24.00,0.00,19.00,
2020,9,"9E","Endeavor Air Inc.","ALB","Albany, NY: Albany International",88.00,4.00,2.94,0.00,1.06,0.00,0.00,0.00,0.00,169.00,151.00,0.00,18.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",4046.00,138.00,73.35,7.90,21.66,0.00,35.09,21.00,0.00,11823.00,8243.00,804.00,613.00,0.00,2163.00,
2020,9,"9E","Endeavor Air Inc.","ATW","Appleton, WI: Appleton International",180.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,56.00,0.00,0.00,17.00,0.00,39.00,
2020,9,"9E","Endeavor Air Inc.","AVL","Asheville, NC: Asheville Regional",103.00,4.00,1.37,1.00,1.63,0.00,0.00,0.00,0.00,77.00,28.00,19.00,30.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","BDL","Hartford, CT: Bradley International",118.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,117.00,117.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","BMI","Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",60.00,2.00,0.75,0.00,1.25,0.00,0.00,0.00,0.00,58.00,27.00,0.00,31.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","BNA","Nashville, TN: Nashville International",60.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,101.00,74.00,0.00,27.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","BQK","Brunswick, GA: Brunswick Golden Isles",60.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",90.00,2.00,0.83,0.00,1.17,0.00,0.00,0.00,0.00,72.00,25.00,0.00,47.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","BTV","Burlington, VT: Burlington International",90.00,3.00,2.80,0.00,0.20,0.00,0.00,0.00,0.00,99.00,96.00,0.00,3.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","BUF","Buffalo, NY: Buffalo Niagara International",90.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,54.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",58.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,95.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","CAE","Columbia, SC: Columbia Metropolitan",169.00,5.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,215.00,173.00,0.00,42.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","CHA","Chattanooga, TN: Lovell Field",200.00,9.00,6.88,0.00,2.12,0.00,0.00,0.00,0.00,552.00,472.00,0.00,80.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",80.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,37.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","CHS","Charleston, SC: Charleston AFB/International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",244.00,10.00,6.73,0.00,2.27,0.00,1.00,0.00,0.00,422.00,311.00,0.00,65.00,0.00,46.00,
2020,9,"9E","Endeavor Air Inc.","CLT","Charlotte, NC: Charlotte Douglas International",172.00,4.00,2.42,0.00,1.58,0.00,0.00,0.00,0.00,91.00,64.00,0.00,27.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","CMH","Columbus, OH: John Glenn Columbus International",96.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,133.00,133.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","CRW","Charleston/Dunbar, WV: Yeager",80.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,22.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","CSG","Columbus, GA: Columbus Airport",90.00,2.00,1.71,0.00,0.29,0.00,0.00,0.00,0.00,126.00,115.00,0.00,11.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",275.00,12.00,8.07,0.65,0.88,0.00,2.41,0.00,0.00,628.00,418.00,28.00,36.00,0.00,146.00,
2020,9,"9E","Endeavor Air Inc.","CWA","Mosinee, WI: Central Wisconsin",90.00,3.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,160.00,18.00,0.00,27.00,0.00,115.00,
2020,9,"9E","Endeavor Air Inc.","DAY","Dayton, OH: James M Cox/Dayton International",150.00,5.00,3.18,0.00,0.19,0.00,1.63,0.00,0.00,230.00,103.00,0.00,7.00,0.00,120.00,
2020,9,"9E","Endeavor Air Inc.","DCA","Washington, DC: Ronald Reagan Washington National",17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","DHN","Dothan, AL: Dothan Regional",60.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,40.00,40.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","DLH","Duluth, MN: Duluth International",113.00,5.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,179.00,145.00,0.00,34.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","DSM","Des Moines, IA: Des Moines International",259.00,9.00,3.00,0.00,6.00,0.00,0.00,0.00,0.00,241.00,112.00,0.00,129.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",2977.00,92.00,40.84,1.71,25.14,0.00,24.31,1.00,0.00,5794.00,3339.00,152.00,902.00,0.00,1401.00,
2020,9,"9E","Endeavor Air Inc.","ELM","Elmira/Corning, NY: Elmira/Corning Regional",50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","EVV","Evansville, IN: Evansville Regional",126.00,6.00,5.36,0.00,0.64,0.00,0.00,0.00,0.00,302.00,286.00,0.00,16.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","EWR","Newark, NJ: Newark Liberty International",188.00,7.00,5.67,0.00,0.33,0.00,1.00,0.00,0.00,267.00,221.00,0.00,11.00,0.00,35.00,
2020,9,"9E","Endeavor Air Inc.","FAR","Fargo, ND: Hector International",76.00,4.00,2.74,0.00,1.26,0.00,0.00,0.00,0.00,87.00,62.00,0.00,25.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field",120.00,4.00,2.40,0.00,0.92,0.00,0.69,0.00,0.00,92.00,46.00,0.00,24.00,0.00,22.00,
2020,9,"9E","Endeavor Air Inc.","FSD","Sioux Falls, SD: Joe Foss Field",148.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,78.00,60.00,0.00,18.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","FWA","Fort Wayne, IN: Fort Wayne International",82.00,4.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,105.00,84.00,0.00,21.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","GNV","Gainesville, FL: Gainesville Regional",110.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,119.00,119.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",110.00,2.00,1.53,0.00,0.47,0.00,0.00,8.00,0.00,124.00,117.00,0.00,7.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","GRB","Green Bay, WI: Green Bay Austin Straubel International",180.00,7.00,5.95,1.00,0.05,0.00,0.00,0.00,0.00,514.00,450.00,59.00,5.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",99.00,6.00,2.98,0.00,2.02,1.00,0.00,0.00,0.00,285.00,192.00,0.00,49.00,44.00,0.00,
2020,9,"9E","Endeavor Air Inc.","GTR","Columbus, MS: Golden Triangle Regional",60.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,163.00,163.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",169.00,5.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,126.00,59.00,0.00,67.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","IAD","Washington, DC: Washington Dulles International",239.00,4.00,1.91,0.00,2.09,0.00,0.00,0.00,0.00,101.00,56.00,0.00,45.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",60.00,2.00,1.50,0.00,0.50,0.00,0.00,0.00,0.00,40.00,31.00,0.00,9.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","ILM","Wilmington, NC: Wilmington International",110.00,6.00,3.00,0.00,2.00,1.00,0.00,0.00,0.00,147.00,56.00,0.00,43.00,48.00,0.00,
2020,9,"9E","Endeavor Air Inc.","IND","Indianapolis, IN: Indianapolis International",163.00,4.00,2.98,0.00,1.02,0.00,0.00,0.00,0.00,162.00,141.00,0.00,21.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",88.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,38.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","JFK","New York, NY: John F. Kennedy International",254.00,6.00,3.44,0.00,0.00,0.00,2.56,0.00,0.00,513.00,400.00,0.00,0.00,0.00,113.00,
2020,9,"9E","Endeavor Air Inc.","LAN","Lansing, MI: Capital Region International",77.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,58.00,0.00,0.00,58.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","LEX","Lexington, KY: Blue Grass",207.00,7.00,3.00,0.00,2.00,0.00,2.00,0.00,0.00,276.00,198.00,0.00,46.00,0.00,32.00,
2020,9,"9E","Endeavor Air Inc.","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",90.00,4.00,3.75,0.00,0.25,0.00,0.00,0.00,0.00,196.00,192.00,0.00,4.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","LGA","New York, NY: LaGuardia",80.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,139.00,139.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","MCI","Kansas City, MO: Kansas City International",47.00,2.00,1.61,0.00,0.39,0.00,0.00,0.00,0.00,183.00,159.00,0.00,24.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","MDT","Harrisburg, PA: Harrisburg International",99.00,1.00,0.04,0.00,0.00,0.00,0.96,0.00,0.00,25.00,1.00,0.00,0.00,0.00,24.00,
2020,9,"9E","Endeavor Air Inc.","MEM","Memphis, TN: Memphis International",106.00,5.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,202.00,181.00,0.00,21.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","MGM","Montgomery, AL: Montgomery Regional",120.00,6.00,5.00,1.00,0.00,0.00,0.00,1.00,0.00,788.00,255.00,533.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","MLI","Moline, IL: Quad City International",60.00,1.00,0.00,0.57,0.43,0.00,0.00,0.00,0.00,23.00,0.00,13.00,10.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","MLU","Monroe, LA: Monroe Regional",90.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,32.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","MOB","Mobile, AL: Mobile Regional",120.00,10.00,9.00,0.00,1.00,0.00,0.00,10.00,0.00,1021.00,1001.00,0.00,20.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","MOT","Minot, ND: Minot International",92.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,19.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",190.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",2098.00,85.00,48.51,2.00,21.23,0.00,13.26,0.00,0.00,5942.00,4299.00,80.00,614.00,0.00,949.00,
2020,9,"9E","Endeavor Air Inc.","MYR","Myrtle Beach, SC: Myrtle Beach International",22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","OAJ","Jacksonville/Camp Lejeune, NC: Albert J Ellis",120.00,4.00,3.40,0.00,0.60,0.00,0.00,0.00,0.00,142.00,133.00,0.00,9.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","OMA","Omaha, NE: Eppley Airfield",15.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,15.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","ORD","Chicago, IL: Chicago O'Hare International",113.00,5.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,230.00,122.00,0.00,108.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","ORF","Norfolk, VA: Norfolk International",90.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,15.00,0.00,15.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","ORH","Worcester, MA: Worcester Regional",30.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","PHL","Philadelphia, PA: Philadelphia International",222.00,8.00,5.52,0.00,2.48,0.00,0.00,0.00,0.00,489.00,381.00,0.00,108.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","PIT","Pittsburgh, PA: Pittsburgh International",147.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","PWM","Portland, ME: Portland International Jetport",83.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,171.00,171.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",237.00,8.00,3.00,0.00,4.00,0.00,1.00,0.00,0.00,281.00,97.00,0.00,132.00,0.00,52.00,
2020,9,"9E","Endeavor Air Inc.","RIC","Richmond, VA: Richmond International",14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","ROC","Rochester, NY: Greater Rochester International",90.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,45.00,29.00,0.00,0.00,0.00,16.00,
2020,9,"9E","Endeavor Air Inc.","RST","Rochester, MN: Rochester International",83.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","SAV","Savannah, GA: Savannah/Hilton Head International",22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","SBN","South Bend, IN: South Bend International",60.00,3.00,1.63,1.00,0.00,0.00,0.37,0.00,0.00,185.00,128.00,34.00,0.00,0.00,23.00,
2020,9,"9E","Endeavor Air Inc.","SDF","Louisville, KY: Louisville Muhammad Ali International",45.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,19.00,19.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","SGF","Springfield, MO: Springfield-Branson National",90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","SHV","Shreveport, LA: Shreveport Regional",108.00,4.00,3.81,0.00,0.19,0.00,0.00,0.00,0.00,163.00,153.00,0.00,10.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","STL","St. Louis, MO: St Louis Lambert International",96.00,5.00,2.82,0.00,1.25,0.00,0.93,0.00,0.00,254.00,191.00,0.00,44.00,0.00,19.00,
2020,9,"9E","Endeavor Air Inc.","SYR","Syracuse, NY: Syracuse Hancock International",90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","TLH","Tallahassee, FL: Tallahassee International",90.00,5.00,3.40,0.00,1.32,0.00,0.28,0.00,0.00,133.00,103.00,0.00,25.00,0.00,5.00,
2020,9,"9E","Endeavor Air Inc.","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",120.00,6.00,4.00,0.00,2.00,0.00,0.00,0.00,0.00,196.00,131.00,0.00,65.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","TVC","Traverse City, MI: Cherry Capital",68.00,1.00,0.57,0.00,0.43,0.00,0.00,0.00,0.00,37.00,21.00,0.00,16.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","TYS","Knoxville, TN: McGhee Tyson",264.00,10.00,5.67,0.00,3.59,0.00,0.74,0.00,0.00,480.00,380.00,0.00,80.00,0.00,20.00,
2020,9,"9E","Endeavor Air Inc.","VLD","Valdosta, GA: Valdosta Regional",60.00,3.00,1.95,0.00,1.05,0.00,0.00,0.00,0.00,150.00,127.00,0.00,23.00,0.00,0.00,
2020,9,"9E","Endeavor Air Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",105.00,4.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,196.00,121.00,53.00,22.00,0.00,0.00,
2020,9,"AA","American Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",82.00,10.00,2.09,2.00,3.89,0.00,2.02,1.00,1.00,269.00,66.00,54.00,112.00,0.00,37.00,
2020,9,"AA","American Airlines Inc.","ALB","Albany, NY: Albany International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"AA","American Airlines Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",60.00,14.00,8.15,0.00,5.85,0.00,0.00,0.00,2.00,819.00,511.00,0.00,308.00,0.00,0.00,
2020,9,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",409.00,38.00,21.87,2.76,8.55,0.50,4.32,0.00,0.00,2105.00,1554.00,81.00,274.00,21.00,175.00,
2020,9,"AA","American Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",423.00,61.00,22.18,2.00,28.07,0.00,8.75,2.00,2.00,2435.00,855.00,71.00,904.00,0.00,605.00,
2020,9,"AA","American Airlines Inc.","BDL","Hartford, CT: Bradley International",79.00,7.00,4.47,1.00,1.12,0.00,0.41,0.00,0.00,235.00,182.00,16.00,25.00,0.00,12.00,
2020,9,"AA","American Airlines Inc.","BNA","Nashville, TN: Nashville International",298.00,26.00,13.87,1.39,8.47,0.71,1.55,0.00,0.00,1516.00,1034.00,42.00,306.00,25.00,109.00,
2020,9,"AA","American Airlines Inc.","BOI","Boise, ID: Boise Air Terminal",72.00,9.00,5.49,0.18,2.21,0.00,1.12,1.00,0.00,683.00,515.00,5.00,65.00,0.00,98.00,
2020,9,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",786.00,32.00,20.64,1.61,6.11,1.00,2.65,1.00,1.00,1481.00,941.00,116.00,160.00,40.00,224.00,
2020,9,"AA","American Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",56.00,3.00,0.77,0.00,1.90,0.00,0.33,0.00,0.00,180.00,81.00,0.00,84.00,0.00,15.00,
2020,9,"AA","American Airlines Inc.","BUR","Burbank, CA: Bob Hope",30.00,4.00,1.58,0.28,0.64,0.00,1.49,0.00,0.00,216.00,89.00,17.00,22.00,0.00,88.00,
2020,9,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",264.00,16.00,8.30,0.31,4.66,0.00,2.73,0.00,0.00,767.00,414.00,31.00,125.00,0.00,197.00,
2020,9,"AA","American Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",85.00,5.00,2.12,0.00,2.59,0.00,0.29,0.00,0.00,176.00,87.00,0.00,80.00,0.00,9.00,
2020,9,"AA","American Airlines Inc.","CAE","Columbia, SC: Columbia Metropolitan",14.00,4.00,3.74,0.00,0.00,0.00,0.26,1.00,0.00,267.00,250.00,0.00,0.00,0.00,17.00,
2020,9,"AA","American Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",72.00,7.00,5.04,0.00,1.49,0.00,0.48,2.00,0.00,422.00,329.00,0.00,69.00,0.00,24.00,
2020,9,"AA","American Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",124.00,11.00,7.57,0.00,2.43,0.00,1.00,0.00,0.00,397.00,290.00,0.00,51.00,0.00,56.00,
2020,9,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",5256.00,315.00,134.99,17.92,93.19,4.00,64.89,3.00,7.00,19885.00,11613.00,911.00,2554.00,170.00,4637.00,
2020,9,"AA","American Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",90.00,9.00,4.03,2.00,0.84,0.00,2.13,0.00,0.00,533.00,277.00,88.00,44.00,0.00,124.00,
2020,9,"AA","American Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",91.00,21.00,12.16,0.33,3.87,0.00,4.64,0.00,0.00,721.00,380.00,18.00,149.00,0.00,174.00,
2020,9,"AA","American Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",30.00,6.00,2.45,0.00,2.21,0.00,1.33,0.00,0.00,233.00,62.00,0.00,54.00,0.00,117.00,
2020,9,"AA","American Airlines Inc.","DAB","Daytona Beach, FL: Daytona Beach International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"AA","American Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",927.00,34.00,16.09,7.05,7.64,0.00,3.22,1.00,1.00,1548.00,793.00,398.00,242.00,0.00,115.00,
2020,9,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",507.00,41.00,19.16,3.41,13.65,0.00,4.79,4.00,0.00,1854.00,937.00,99.00,462.00,0.00,356.00,
2020,9,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",8147.00,1030.00,246.72,63.38,523.34,13.07,183.50,84.00,41.00,68804.00,19078.00,8053.00,28414.00,379.00,12880.00,
2020,9,"AA","American Airlines Inc.","DSM","Des Moines, IA: Des Moines International",22.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,52.00,0.00,0.00,0.00,0.00,
2020,9,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",215.00,21.00,10.56,1.47,4.44,0.23,4.30,1.00,0.00,1143.00,522.00,48.00,230.00,20.00,323.00,
2020,9,"AA","American Airlines Inc.","EGE","Eagle, CO: Eagle County Regional",32.00,4.00,1.00,1.65,1.35,0.00,0.00,1.00,0.00,323.00,108.00,155.00,60.00,0.00,0.00,
2020,9,"AA","American Airlines Inc.","ELP","El Paso, TX: El Paso International",30.00,5.00,2.59,0.00,1.52,0.00,0.89,1.00,0.00,227.00,96.00,0.00,69.00,0.00,62.00,
2020,9,"AA","American Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",295.00,12.00,5.27,1.08,2.73,1.00,1.92,0.00,0.00,525.00,220.00,77.00,93.00,20.00,115.00,
2020,9,"AA","American Airlines Inc.","EYW","Key West, FL: Key West International",30.00,4.00,1.45,0.00,2.55,0.00,0.00,1.00,0.00,73.00,24.00,0.00,49.00,0.00,0.00,
2020,9,"AA","American Airlines Inc.","FAT","Fresno, CA: Fresno Yosemite International",101.00,9.00,3.17,1.00,4.83,0.00,0.00,0.00,0.00,457.00,180.00,20.00,257.00,0.00,0.00,
2020,9,"AA","American Airlines Inc.","FCA","Kalispell, MT: Glacier Park International",85.00,8.00,2.77,0.00,3.76,0.00,1.47,0.00,0.00,442.00,190.00,0.00,175.00,0.00,77.00,
2020,9,"AA","American Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",324.00,36.00,14.06,2.87,13.37,0.33,5.38,0.00,1.00,1393.00,634.00,189.00,379.00,8.00,183.00,
2020,9,"AA","American Airlines Inc.","GEG","Spokane, WA: Spokane International",103.00,20.00,4.00,0.00,12.95,0.00,3.06,1.00,1.00,710.00,128.00,0.00,335.00,0.00,247.00,
2020,9,"AA","American Airlines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",16.00,3.00,0.11,0.66,1.34,0.00,0.89,1.00,0.00,212.00,15.00,35.00,46.00,0.00,116.00,
2020,9,"AA","American Airlines Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2020,9,"AA","American Airlines Inc.","GSP","Greer, SC: Greenville-Spartanburg International",13.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,75.00,75.00,0.00,0.00,0.00,0.00,
